filename,num_sections,section_names,sections_json,error
Midnight Window Light_job28_track2.mp3,10,Chorus(A) 0.0-48.7s | Verse(B) 48.7-52.4s | Chorus(A) 52.4-118.9s | Bridge(C) 118.9-120.4s | Chorus(A) 120.4-172.4s | Verse(B) 172.4-176.5s | Chorus(A) 176.5-235.7s | Verse(D) 235.7-239.4s | Verse(E) 239.4-243.0s | Outro(F) 243.0-244.3s,"[{""start"": 0.0, ""end"": 48.67, ""duration"": 48.67, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 48.67, ""end"": 52.38, ""duration"": 3.72, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 52.38, ""end"": 118.89, ""duration"": 66.5, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 118.89, ""end"": 120.37, ""duration"": 1.49, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 120.37, ""end"": 172.38, ""duration"": 52.01, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 172.38, ""end"": 176.47, ""duration"": 4.09, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 176.47, ""end"": 235.73, ""duration"": 59.26, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 235.73, ""end"": 239.44, ""duration"": 3.72, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 239.44, ""end"": 242.97, ""duration"": 3.53, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 242.97, ""end"": 244.27, ""duration"": 1.3, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Window Light_job34_track1.mp3,10,Chorus(A) 0.0-11.3s | Chorus(A) 11.3-65.6s | Chorus(A) 65.6-71.7s | Chorus(A) 71.7-95.5s | Chorus(A) 95.5-143.4s | Bridge(B) 143.4-149.5s | Bridge(C) 149.5-151.2s | Chorus(A) 151.2-180.7s | Verse(D) 180.7-191.5s | Chorus(A) 191.5-204.2s,"[{""start"": 0.0, ""end"": 11.33, ""duration"": 11.33, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 11.33, ""end"": 65.57, ""duration"": 54.24, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 65.57, ""end"": 71.7, ""duration"": 6.13, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 71.7, ""end"": 95.48, ""duration"": 23.78, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 95.48, ""end"": 143.41, ""duration"": 47.93, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 143.41, ""end"": 149.54, ""duration"": 6.13, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 149.54, ""end"": 151.21, ""duration"": 1.67, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 151.21, ""end"": 180.74, ""duration"": 29.54, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 180.74, ""end"": 191.52, ""duration"": 10.77, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 191.52, ""end"": 204.15, ""duration"": 12.63, ""letter"": ""A"", ""name"": ""Chorus""}]",
Midnight Window Light_job34_track2.mp3,10,Chorus(A) 0.0-45.3s | Verse(B) 45.3-46.8s | Chorus(A) 46.8-135.2s | Bridge(C) 135.2-139.1s | Chorus(A) 139.1-158.3s | Chorus(A) 158.3-172.8s | Verse(D) 172.8-174.6s | Chorus(A) 174.6-177.8s | Verse(D) 177.8-180.4s | Outro(E) 180.4-184.8s,"[{""start"": 0.0, ""end"": 45.33, ""duration"": 45.33, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 45.33, ""end"": 46.81, ""duration"": 1.49, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 46.81, ""end"": 135.23, ""duration"": 88.42, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 135.23, ""end"": 139.13, ""duration"": 3.9, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 139.13, ""end"": 158.27, ""duration"": 19.13, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 158.27, ""end"": 172.76, ""duration"": 14.49, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 172.76, ""end"": 174.61, ""duration"": 1.86, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 174.61, ""end"": 177.77, ""duration"": 3.16, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 177.77, ""end"": 180.37, ""duration"": 2.6, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 180.37, ""end"": 184.83, ""duration"": 4.46, ""letter"": ""E"", ""name"": ""Outro""}]",
Midnight Window Light_job5_track2.mp3,10,Chorus(A) 0.0-19.9s | Chorus(A) 19.9-62.8s | Verse(B) 62.8-66.3s | Chorus(A) 66.3-86.9s | Bridge(C) 86.9-89.0s | Chorus(A) 89.0-153.2s | Verse(B) 153.2-156.4s | Chorus(A) 156.4-181.1s | Verse(D) 181.1-183.9s | Outro(E) 183.9-191.2s,"[{""start"": 0.0, ""end"": 19.88, ""duration"": 19.88, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 19.88, ""end"": 62.79, ""duration"": 42.91, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 62.79, ""end"": 66.32, ""duration"": 3.53, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 66.32, ""end"": 86.94, ""duration"": 20.62, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 86.94, ""end"": 88.98, ""duration"": 2.04, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 88.98, ""end"": 153.25, ""duration"": 64.27, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 153.25, ""end"": 156.41, ""duration"": 3.16, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 156.41, ""end"": 181.12, ""duration"": 24.71, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 181.12, ""end"": 183.9, ""duration"": 2.79, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 183.9, ""end"": 191.15, ""duration"": 7.24, ""letter"": ""E"", ""name"": ""Outro""}]",
Midnight Window Seat.mp3,10,Chorus(A) 0.0-38.6s | Verse(B) 38.6-40.1s | Chorus(A) 40.1-89.7s | Bridge(C) 89.7-94.9s | Chorus(A) 94.9-117.4s | Bridge(D) 117.4-121.7s | Chorus(A) 121.7-159.9s | Verse(B) 159.9-161.2s | Chorus(A) 161.2-200.8s | Chorus(A) 200.8-208.1s,"[{""start"": 0.0, ""end"": 38.64, ""duration"": 38.64, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 38.64, ""end"": 40.12, ""duration"": 1.49, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 40.12, ""end"": 89.72, ""duration"": 49.6, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 89.72, ""end"": 94.92, ""duration"": 5.2, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 94.92, ""end"": 117.4, ""duration"": 22.48, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 117.4, ""end"": 121.67, ""duration"": 4.27, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 121.67, ""end"": 159.94, ""duration"": 38.27, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 159.94, ""end"": 161.24, ""duration"": 1.3, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 161.24, ""end"": 200.81, ""duration"": 39.57, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 200.81, ""end"": 208.05, ""duration"": 7.24, ""letter"": ""A"", ""name"": ""Chorus""}]",
Midnight Window Seat_job1_track2.mp3,10,Chorus(A) 0.0-12.3s | Chorus(A) 12.3-37.5s | Verse(B) 37.5-40.9s | Bridge(C) 40.9-41.8s | Chorus(A) 41.8-62.8s | Chorus(A) 62.8-65.6s | Chorus(A) 65.6-124.3s | Chorus(A) 124.3-147.5s | Verse(B) 147.5-148.8s | Chorus(A) 148.8-150.5s,"[{""start"": 0.0, ""end"": 12.26, ""duration"": 12.26, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 12.26, ""end"": 37.52, ""duration"": 25.26, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 37.52, ""end"": 40.87, ""duration"": 3.34, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 40.87, ""end"": 41.8, ""duration"": 0.93, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 41.8, ""end"": 62.79, ""duration"": 20.99, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 62.79, ""end"": 65.57, ""duration"": 2.79, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 65.57, ""end"": 124.27, ""duration"": 58.7, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 124.27, ""end"": 147.49, ""duration"": 23.22, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 147.49, ""end"": 148.79, ""duration"": 1.3, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 148.79, ""end"": 150.47, ""duration"": 1.67, ""letter"": ""A"", ""name"": ""Chorus""}]",
Midnight Window Seat_job2_track1.mp3,10,Intro(A) 0.0-4.3s | Chorus(B) 4.3-65.9s | Bridge(C) 65.9-68.9s | Chorus(B) 68.9-130.0s | Chorus(B) 130.0-149.2s | Verse(A) 149.2-162.7s | Verse(D) 162.7-169.4s | Verse(E) 169.4-171.6s | Chorus(B) 171.6-187.1s | Outro(F) 187.1-189.7s,"[{""start"": 0.0, ""end"": 4.27, ""duration"": 4.27, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 4.27, ""end"": 65.94, ""duration"": 61.67, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 65.94, ""end"": 68.92, ""duration"": 2.97, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 68.92, ""end"": 130.03, ""duration"": 61.11, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 130.03, ""end"": 149.16, ""duration"": 19.13, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 149.16, ""end"": 162.73, ""duration"": 13.56, ""letter"": ""A"", ""name"": ""Verse""}, {""start"": 162.73, ""end"": 169.41, ""duration"": 6.69, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 169.41, ""end"": 171.64, ""duration"": 2.23, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 171.64, ""end"": 187.06, ""duration"": 15.42, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 187.06, ""end"": 189.66, ""duration"": 2.6, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Window Seat_job2_track2.mp3,10,Intro(A) 0.0-3.2s | Chorus(B) 3.2-80.6s | Bridge(C) 80.6-81.5s | Chorus(B) 81.5-87.9s | Verse(A) 87.9-91.4s | Chorus(B) 91.4-180.0s | Bridge(D) 180.0-192.6s | Chorus(B) 192.6-204.2s | Verse(E) 204.2-212.1s | Outro(F) 212.1-213.1s,"[{""start"": 0.0, ""end"": 3.16, ""duration"": 3.16, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 3.16, ""end"": 80.62, ""duration"": 77.46, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 80.62, ""end"": 81.55, ""duration"": 0.93, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 81.55, ""end"": 87.86, ""duration"": 6.32, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 87.86, ""end"": 91.39, ""duration"": 3.53, ""letter"": ""A"", ""name"": ""Verse""}, {""start"": 91.39, ""end"": 180.0, ""duration"": 88.61, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 180.0, ""end"": 192.63, ""duration"": 12.63, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 192.63, ""end"": 204.15, ""duration"": 11.52, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 204.15, ""end"": 212.14, ""duration"": 7.99, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 212.14, ""end"": 213.07, ""duration"": 0.93, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Window Seat_job6_track1.mp3,10,Chorus(A) 0.0-21.6s | Chorus(A) 21.6-77.7s | Bridge(B) 77.7-79.1s | Chorus(A) 79.1-132.4s | Chorus(A) 132.4-176.8s | Bridge(C) 176.8-178.9s | Bridge(D) 178.9-180.4s | Bridge(E) 180.4-244.8s | Verse(F) 244.8-251.9s | Outro(G) 251.9-257.6s,"[{""start"": 0.0, ""end"": 21.55, ""duration"": 21.55, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 21.55, ""end"": 77.65, ""duration"": 56.1, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 77.65, ""end"": 79.13, ""duration"": 1.49, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 79.13, ""end"": 132.45, ""duration"": 53.31, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 132.45, ""end"": 176.84, ""duration"": 44.4, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 176.84, ""end"": 178.89, ""duration"": 2.04, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 178.89, ""end"": 180.37, ""duration"": 1.49, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 180.37, ""end"": 244.83, ""duration"": 64.46, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 244.83, ""end"": 251.89, ""duration"": 7.06, ""letter"": ""F"", ""name"": ""Verse""}, {""start"": 251.89, ""end"": 257.65, ""duration"": 5.76, ""letter"": ""G"", ""name"": ""Outro""}]",
Midnight Window Seat_job6_track2.mp3,10,Chorus(A) 0.0-65.9s | Chorus(A) 65.9-89.2s | Chorus(A) 89.2-95.8s | Chorus(A) 95.8-133.0s | Chorus(A) 133.0-155.7s | Bridge(B) 155.7-157.0s | Chorus(A) 157.0-175.5s | Bridge(C) 175.5-178.0s | Chorus(A) 178.0-220.9s | Outro(D) 220.9-224.9s,"[{""start"": 0.0, ""end"": 65.94, ""duration"": 65.94, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 65.94, ""end"": 89.16, ""duration"": 23.22, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 89.16, ""end"": 95.85, ""duration"": 6.69, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 95.85, ""end"": 133.0, ""duration"": 37.15, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 133.0, ""end"": 155.67, ""duration"": 22.66, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 155.67, ""end"": 156.97, ""duration"": 1.3, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 156.97, ""end"": 175.54, ""duration"": 18.58, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 175.54, ""end"": 177.96, ""duration"": 2.41, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 177.96, ""end"": 220.87, ""duration"": 42.91, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 220.87, ""end"": 224.95, ""duration"": 4.09, ""letter"": ""D"", ""name"": ""Outro""}]",
Midnight Window Seat_job8_track1.mp3,10,Intro(A) 0.0-2.2s | Verse(B) 2.2-11.2s | Chorus(C) 11.2-152.9s | Bridge(D) 152.9-161.4s | Chorus(C) 161.4-190.2s | Bridge(E) 190.2-191.2s | Bridge(F) 191.2-192.3s | Chorus(C) 192.3-229.0s | Verse(G) 229.0-233.7s | Outro(H) 233.7-234.6s,"[{""start"": 0.0, ""end"": 2.23, ""duration"": 2.23, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 2.23, ""end"": 11.15, ""duration"": 8.92, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 11.15, ""end"": 152.88, ""duration"": 141.73, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 152.88, ""end"": 161.43, ""duration"": 8.54, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 161.43, ""end"": 190.22, ""duration"": 28.79, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 190.22, ""end"": 191.15, ""duration"": 0.93, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 191.15, ""end"": 192.26, ""duration"": 1.11, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 192.26, ""end"": 229.04, ""duration"": 36.78, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 229.04, ""end"": 233.69, ""duration"": 4.64, ""letter"": ""G"", ""name"": ""Verse""}, {""start"": 233.69, ""end"": 234.61, ""duration"": 0.93, ""letter"": ""H"", ""name"": ""Outro""}]",
Midnight Window Seat_job8_track2.mp3,10,Intro(A) 0.0-6.9s | Chorus(B) 6.9-92.3s | Bridge(C) 92.3-94.5s | Chorus(B) 94.5-170.7s | Bridge(D) 170.7-177.2s | Chorus(B) 177.2-201.2s | Bridge(E) 201.2-205.6s | Chorus(B) 205.6-228.7s | Verse(F) 228.7-234.6s | Outro(G) 234.6-238.0s,"[{""start"": 0.0, ""end"": 6.87, ""duration"": 6.87, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 6.87, ""end"": 92.32, ""duration"": 85.45, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 92.32, ""end"": 94.55, ""duration"": 2.23, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 94.55, ""end"": 170.71, ""duration"": 76.16, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 170.71, ""end"": 177.21, ""duration"": 6.5, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 177.21, ""end"": 201.18, ""duration"": 23.96, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 201.18, ""end"": 205.64, ""duration"": 4.46, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 205.64, ""end"": 228.67, ""duration"": 23.03, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 228.67, ""end"": 234.61, ""duration"": 5.94, ""letter"": ""F"", ""name"": ""Verse""}, {""start"": 234.61, ""end"": 237.96, ""duration"": 3.34, ""letter"": ""G"", ""name"": ""Outro""}]",
Midnight Windowlight.mp3,10,Chorus(A) 0.0-75.2s | Bridge(B) 75.2-78.4s | Chorus(A) 78.4-90.1s | Bridge(C) 90.1-104.0s | Chorus(A) 104.0-148.4s | Chorus(A) 148.4-152.7s | Bridge(D) 152.7-155.8s | Chorus(A) 155.8-178.5s | Verse(E) 178.5-180.9s | Outro(F) 180.9-183.0s,"[{""start"": 0.0, ""end"": 75.23, ""duration"": 75.23, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 75.23, ""end"": 78.39, ""duration"": 3.16, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 78.39, ""end"": 90.09, ""duration"": 11.7, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 90.09, ""end"": 104.03, ""duration"": 13.93, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 104.03, ""end"": 148.42, ""duration"": 44.4, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 148.42, ""end"": 152.69, ""duration"": 4.27, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 152.69, ""end"": 155.85, ""duration"": 3.16, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 155.85, ""end"": 178.52, ""duration"": 22.66, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 178.52, ""end"": 180.93, ""duration"": 2.41, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 180.93, ""end"": 182.97, ""duration"": 2.04, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Windowlight_job4_track2.mp3,10,Intro(A) 0.0-1.5s | Chorus(B) 1.5-108.1s | Bridge(C) 108.1-112.2s | Chorus(B) 112.2-120.4s | Bridge(D) 120.4-121.5s | Chorus(B) 121.5-204.7s | Chorus(B) 204.7-240.0s | Verse(E) 240.0-244.1s | Chorus(B) 244.1-251.0s | Outro(F) 251.0-252.8s,"[{""start"": 0.0, ""end"": 1.49, ""duration"": 1.49, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 1.49, ""end"": 108.11, ""duration"": 106.63, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 108.11, ""end"": 112.2, ""duration"": 4.09, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 112.2, ""end"": 120.37, ""duration"": 8.17, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 120.37, ""end"": 121.49, ""duration"": 1.11, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 121.49, ""end"": 204.71, ""duration"": 83.22, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 204.71, ""end"": 240.0, ""duration"": 35.29, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 240.0, ""end"": 244.09, ""duration"": 4.09, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 244.09, ""end"": 250.96, ""duration"": 6.87, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 250.96, ""end"": 252.82, ""duration"": 1.86, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Windows.mp3,10,Chorus(A) 0.0-47.2s | Chorus(A) 47.2-54.1s | Bridge(B) 54.1-55.5s | Chorus(A) 55.5-62.2s | Bridge(C) 62.2-63.0s | Chorus(A) 63.0-69.7s | Bridge(D) 69.7-71.3s | Chorus(A) 71.3-109.4s | Verse(E) 109.4-113.3s | Outro(F) 113.3-118.9s,"[{""start"": 0.0, ""end"": 47.18, ""duration"": 47.18, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 47.18, ""end"": 54.06, ""duration"": 6.87, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 54.06, ""end"": 55.54, ""duration"": 1.49, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 55.54, ""end"": 62.23, ""duration"": 6.69, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 62.23, ""end"": 62.97, ""duration"": 0.74, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 62.97, ""end"": 69.66, ""duration"": 6.69, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 69.66, ""end"": 71.33, ""duration"": 1.67, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 71.33, ""end"": 109.41, ""duration"": 38.08, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 109.41, ""end"": 113.31, ""duration"": 3.9, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 113.31, ""end"": 118.89, ""duration"": 5.57, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Windows_job16_track1.mp3,10,Chorus(A) 0.0-63.7s | Chorus(A) 63.7-90.1s | Chorus(A) 90.1-181.3s | Bridge(B) 181.3-184.3s | Chorus(A) 184.3-208.2s | Bridge(C) 208.2-212.1s | Chorus(A) 212.1-236.1s | Verse(D) 236.1-239.8s | Chorus(A) 239.8-244.8s | Outro(E) 244.8-248.0s,"[{""start"": 0.0, ""end"": 63.72, ""duration"": 63.72, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 63.72, ""end"": 90.09, ""duration"": 26.38, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 90.09, ""end"": 181.3, ""duration"": 91.21, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 181.3, ""end"": 184.27, ""duration"": 2.97, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 184.27, ""end"": 208.24, ""duration"": 23.96, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 208.24, ""end"": 212.14, ""duration"": 3.9, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 212.14, ""end"": 236.1, ""duration"": 23.96, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 236.1, ""end"": 239.82, ""duration"": 3.72, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 239.82, ""end"": 244.83, ""duration"": 5.02, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 244.83, ""end"": 247.99, ""duration"": 3.16, ""letter"": ""E"", ""name"": ""Outro""}]",
Midnight Windows_job16_track2.mp3,10,Chorus(A) 0.0-48.5s | Chorus(A) 48.5-153.1s | Verse(B) 153.1-155.8s | Chorus(A) 155.8-235.5s | Verse(B) 235.5-238.0s | Verse(C) 238.0-243.3s | Chorus(A) 243.3-269.4s | Verse(D) 269.4-273.4s | Verse(E) 273.4-277.1s | Outro(F) 277.1-278.6s,"[{""start"": 0.0, ""end"": 48.48, ""duration"": 48.48, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 48.48, ""end"": 153.07, ""duration"": 104.58, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 153.07, ""end"": 155.85, ""duration"": 2.79, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 155.85, ""end"": 235.54, ""duration"": 79.69, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 235.54, ""end"": 237.96, ""duration"": 2.41, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 237.96, ""end"": 243.35, ""duration"": 5.39, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 243.35, ""end"": 269.35, ""duration"": 26.01, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 269.35, ""end"": 273.44, ""duration"": 4.09, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 273.44, ""end"": 277.15, ""duration"": 3.72, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 277.15, ""end"": 278.64, ""duration"": 1.49, ""letter"": ""F"", ""name"": ""Outro""}]",
Midnight Windows_job38_track1.mp3,10,Chorus(A) 0.0-38.1s | Verse(B) 38.1-40.5s | Chorus(A) 40.5-58.9s | Chorus(A) 58.9-69.8s | Bridge(C) 69.8-74.3s | Chorus(A) 74.3-118.5s | Bridge(D) 118.5-121.1s | Chorus(A) 121.1-172.6s | Chorus(A) 172.6-199.7s | Outro(E) 199.7-201.4s,"[{""start"": 0.0, ""end"": 38.08, ""duration"": 38.08, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 38.08, ""end"": 40.5, ""duration"": 2.41, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 40.5, ""end"": 58.89, ""duration"": 18.39, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 58.89, ""end"": 69.85, ""duration"": 10.96, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 69.85, ""end"": 74.3, ""duration"": 4.46, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 74.3, ""end"": 118.51, ""duration"": 44.21, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 118.51, ""end"": 121.12, ""duration"": 2.6, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 121.12, ""end"": 172.57, ""duration"": 51.46, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 172.57, ""end"": 199.69, ""duration"": 27.12, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 199.69, ""end"": 201.36, ""duration"": 1.67, ""letter"": ""E"", ""name"": ""Outro""}]",
